Parameter_C,L1,L2
-1.7592135,6.719768631448727e-06,-0.0006865798979516442
-1.7592126,6.632158336146904e-06,-0.000700734066394635
-1.7592117,6.5500599532994084e-06,-0.0007149149277134855
-1.7592108,6.473246956370967e-06,-0.0007291210894697916
-1.7592099,6.4014941615845916e-06,-0.0007433512201628537
-1.759209,6.3345784526503625e-06,-0.0007576040541760499
-1.7592081,6.272279356692126e-06,-0.0007718783937796037
-1.7592072,6.214379505851266e-06,-0.0007861731083759489
-1.7592063,6.1606650159300566e-06,-0.0008004871315088339
-1.7592054,6.1109258089934534e-06,-0.0008148194564254925
-1.7592045,6.064955901562905e-06,-0.0008291691311544339
-1.7592036,6.022553674349856e-06,-0.0008435352541213334
-1.7592027,5.983522133765966e-06,-0.0008579169712655049
-1.7592018,5.9476691700171435e-06,-0.0008723134754453345
-1.7592009,5.914807811685275e-06,-0.000886724008650537
